Term	POS1	POS2	POS3	POS4	Subjectivity1	Subjectivity2	Subjectivity3	Subjectivity4	Polarity1	Polarity2	Polarity3	Polarity4	Anger1	Anger2	Anger3	Anger4	Disgust1	Disgust2	Disgust3	Disgust4	Fear1	Fear2	Fear3	Fear4	Happiness1	Happiness2	Happiness3	Happiness4	Sadness1	Sadness2	Sadness3	Sadness4	Surprise1	Surprise2	Surprise3	Surprise4	Aditional1	Aditional2	Aditional3	Aditional4	Comments1	Comments2	Comments3	Comments4	
αλεπού	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ+	SUBJ-	BOTH	N/A	NEG	BOTH	1	N/A	3	1	3	N/A	3	1	1	N/A	3	1	1	N/A	1	1	1	N/A	1	1	2	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αλευρώνω	VERB	VERB	VERB	VERB	SUBJ-	OBJ	SUBJ-	OBJ	NEG	N/A	NEG	N/A	3	N/A	3	N/A	2	N/A	4	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	3	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αλητάκι	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ+	SUBJ+	NEG	N/A	NEG	NEG	3	N/A	4	4	4	N/A	4	4	2	N/A	3	1	1	N/A	1	1	3	N/A	2	1	2	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αλητάκος	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ+	SUBJ+	NEG	N/A	NEG	NEG	3	N/A	4	4	4	N/A	4	4	2	N/A	3	1	1	N/A	1	1	3	N/A	2	1	2	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αλητάμπουρας	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	4	1	4	5	5	4	4	4	3	1	3	1	1	1	1	1	3	1	2	1	3	1	3	1	N/A	N/A	N/A	N/A	N/A	not exactly disguss, but disapproval	N/A	N/A	
αληταράς	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	5	1	5	5	5	4	5	5	3	1	4	1	1	1	1	1	3	1	3	1	4	1	3	1	N/A	N/A	N/A	N/A	N/A	not exactly disguss, but disapproval	N/A	N/A	
αληταριό	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	5	1	5	5	5	4	5	5	3	1	3	1	1	1	1	1	3	1	3	1	4	1	4	1	N/A	N/A	N/A	N/A	N/A	not exactly disguss, but disapproval	N/A	N/A	
αλήτης	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ+	SUBJ+	NEG	N/A	NEG	NEG	4	N/A	4	5	5	N/A	4	5	3	N/A	3	1	1	N/A	1	1	3	N/A	3	1	3	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αλήτης	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ+	SUBJ+	NEG	N/A	NEG	NEG	4	N/A	4	5	5	N/A	4	5	3	N/A	3	1	1	N/A	1	1	3	N/A	3	1	3	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αλητοπαρέα	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ+	SUBJ+	NEG	N/A	NEG	NEG	5	N/A	3	5	5	N/A	3	5	3	N/A	4	1	1	N/A	1	1	3	N/A	2	1	4	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αλητοτουρίστας	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ-	NEG	NEG	NEG	NEG	4	1	4	2	4	4	4	3	3	1	3	1	1	1	1	1	3	1	2	1	3	1	2	1	N/A	N/A	N/A	N/A	N/A	not exactly disguss, but disapproval	N/A	N/A	
αλιεύω	VERB	VERB	VERB	VERB	SUBJ-	OBJ	SUBJ-	OBJ	NEG	N/A	NEG	N/A	1	N/A	3	N/A	4	N/A	3	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	3	N/A	3	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αλλά	CONJ	CONJ	CONJ	CONJ	OBJ	OBJ	OBJ	OBJ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αλλαξοκωλιά	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	N/A	NEG	NEG	4	1	4	2	4	5	5	4	1	1	1	1	1	1	1	1	3	1	3	1	4	1	4	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αλλάχ	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ+	SUBJ-	NEG	N/A	NEG	BOTH	3	N/A	4	3	3	N/A	3	2	3	N/A	1	1	3	N/A	1	2	3	N/A	2	1	4	N/A	5	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αλληθωρίζω	VERB	VERB	VERB	VERB	SUBJ+	OBJ	SUBJ-	OBJ	NEG	N/A	NEG	N/A	3	N/A	2	N/A	4	N/A	1	N/A	2	N/A	2	N/A	1	N/A	1	N/A	1	N/A	3	N/A	4	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αλλόπιστος	NOUN	ADJ	ADJ	ADJ	SUBJ+	OBJ	SUBJ+	SUBJ-	NEG	N/A	NEG	NEG	3	N/A	1	2	3	N/A	3	2	2	N/A	2	2	1	N/A	1	1	2	N/A	2	1	3	N/A	4	1	N/A	N/A	N/A	αλλόθρησκος	N/A	N/A	N/A	N/A	
αλόγα	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ-	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	1	1	2	2	3	4	5	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αλογικός -ή -ό	ADJ	ADJ	ADJ	ADJ	SUBJ-	OBJ	SUBJ-	SUBJ+	NEG	N/A	NEG	NEG	3	N/A	3	2	3	N/A	3	2	1	N/A	1	1	1	N/A	1	1	2	N/A	2	1	2	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αλογομούρης	ADJ	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	1	3	2	4	4	5	4	1	1	1	1	1	1	1	1	1	1	1	1	3	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αλτρουιστικός -ή -ό	ADJ	ADJ	ADJ	ADJ	SUBJ-	OBJ	SUBJ+	SUBJ+	POS	N/A	POS	POS	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	4	N/A	4	3	1	N/A	1	1	4	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αλύπητος -η -ο	ADJ	ADJ	ADJ	ADJ	SUBJ-	SUBJ+	SUBJ-	SUBJ+	NEG	BOTH	NEG	NEG	2	1	2	1	3	1	2	1	3	1	3	1	1	1	1	1	4	1	3	3	3	1	3	1	N/A	N/A	N/A	N/A	N/A	sentiment: indifference	N/A	N/A	
αλυσίδα	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ-	OBJ	NEG	N/A	NEG	N/A	3	N/A	1	N/A	2	N/A	2	N/A	3	N/A	3	N/A	1	N/A	1	N/A	2	N/A	3	N/A	3	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αλύτρωτος	ADJ	ADJ	ADJ	ADJ	SUBJ-	OBJ	SUBJ-	SUBJ+	NEG	N/A	NEG	NEG	2	N/A	2	1	2	N/A	2	1	3	N/A	3	1	1	N/A	1	1	4	N/A	4	4	2	N/A	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αμάν	INTJ	INTJ	INTJ	INTJ	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	BOTH	NEG	NEG	5	5	5	3	4	5	5	3	5	5	5	2	1	5	1	1	4	5	5	2	5	5	5	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αμίμητος	ADJ	ADJ	ADJ	ADJ	SUBJ+	OBJ	SUBJ-	OBJ	POS	N/A	POS	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	3	N/A	4	N/A	1	N/A	1	N/A	4	N/A	5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αμοιβαίος -α -ο	ADJ	ADJ	ADJ	ADJ	SUBJ-	OBJ	SUBJ-	OBJ	POS	N/A	POS	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	4	N/A	4	N/A	1	N/A	1	N/A	3	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αμοιβαιότητα	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ-	OBJ	POS	N/A	POS	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	4	N/A	4	N/A	1	N/A	1	N/A	3	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αμοιβή	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ-	OBJ	BOTH	N/A	BOTH	N/A	2	N/A	1	N/A	2	N/A	2	N/A	1	N/A	1	N/A	2	N/A	2	N/A	1	N/A	1	N/A	2	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αμφιθυμία	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ-	SUBJ+	NEG	BOTH	NEG	BOTH	3	1	3	1	3	1	3	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	N/A	N/A	N/A	N/A	N/A	we cannot know without context the sentiments described. This words means the presence of two different sentiments. Potentially all sentiments are included	N/A	N/A	
ανάβω	VERB	VERB	VERB	VERB	SUBJ+	SUBJ-	SUBJ-	OBJ	BOTH	BOTH	NEG	N/A	4	5	3	N/A	2	1	2	N/A	2	5	3	N/A	1	5	1	N/A	1	5	1	N/A	3	1	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αναγαλλιάζω	VERB	VERB	VERB	VERB	SUBJ-	SUBJ+	SUBJ+	SUBJ+	POS	POS	POS	POS	1	1	1	1	1	1	1	1	1	1	1	1	4	1	5	5	1	1	1	1	3	1	4	1	N/A	N/A	N/A	N/A	N/A	sentiment: calmness	N/A	N/A	
ανάθεμα	NOUN	NOUN	NOUN	INTJ	SUBJ+	SUBJ-	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	5	5	5	4	3	1	2	4	2	1	1	2	1	1	1	1	2	1	2	3	3	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αναιδής -ής -ές	ADJ	ADJ	ADJ	ADJ	SUBJ-	N/A	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	4	N/A	4	4	4	N/A	4	3	1	N/A	3	1	1	N/A	1	1	2	N/A	2	2	4	N/A	4	1	N/A	N/A	N/A	N/A	N/A	rudeness. When we call a person as rude, we are annoyed. But the man described is not annoyed	N/A	N/A	
αναισθησία	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ-	SUBJ+	NEG	NEG	NEG	NEG	4	N/A	3	3	4	N/A	3	4	1	N/A	1	1	1	N/A	1	1	3	N/A	3	4	4	N/A	5	1	N/A	N/A	N/A	N/A	N/A	sentiment: indifference, but with a negative nuance	N/A	N/A	
αναίσθητος -η -ο	ADJ	ADJ	ADJ	ADJ	SUBJ-	SUBJ-	SUBJ-	SUBJ-	NEG	NEG	NEG	NEG	4	N/A	3	3	4	N/A	3	4	1	N/A	1	1	1	N/A	1	1	3	N/A	3	4	4	N/A	5	1	N/A	N/A	N/A	N/A	N/A	sentiment: indifference, but with a negative nuance	N/A	N/A	
αναισχυντία	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ-	SUBJ+	NEG	NEG	NEG	NEG	3	1	3	4	4	1	4	4	1	1	1	1	1	1	1	1	2	1	2	3	5	1	5	1	N/A	N/A	N/A	N/A	N/A	sentiment: absence of shame	N/A	N/A	
αναίσχυντος -η -ο	ADJ	ADJ	ADJ	ADJ	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	1	3	4	4	1	4	4	1	1	1	1	1	1	1	1	2	1	2	3	5	1	5	1	N/A	N/A	N/A	N/A	N/A	sentiment: absence of shame	N/A	N/A	
ανακάτεμα	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ-	SUBJ-	NEG	NEG	NEG	NEG	3	1	3	2	4	5	4	5	3	2	3	1	1	1	1	1	3	2	3	3	3	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
ανακατεύω	VERB	VERB	VERB	VERB	SUBJ-	SUBJ-	SUBJ-	OBJ	NEG	NEG	NEG	N/A	3	3	3	N/A	4	5	4	N/A	3	2	3	N/A	1	1	1	N/A	3	1	3	N/A	3	1	3	N/A	N/A	N/A	N/A	ανακατεύομαι	N/A	N/A	N/A	N/A	
ανακράζω	VERB	VERB	VERB	VERB	SUBJ-	SUBJ+	SUBJ-	SUBJ+	NEG	BOTH	NEG	BOTH	3	5	3	3	3	5	3	3	3	5	4	2	1	5	1	3	2	5	2	3	4	5	4	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αναλαμβάνω	VERB	VERB	VERB	VERB	OBJ	OBJ	OBJ	OBJ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αναλγησία	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ-	OBJ	NEG	NEG	NEG	N/A	3	1	3	N/A	4	1	4	N/A	3	1	3	N/A	1	1	1	N/A	3	1	3	N/A	3	1	3	N/A	N/A	N/A	N/A	N/A	N/A	indifference, with a negative nuance	N/A	N/A	
αναλιγώνω	VERB	VERB	VERB	VERB	SUBJ-	OBJ	SUBJ-	OBJ	NEG	N/A	NEG	N/A	1	N/A	3	N/A	3	N/A	3	N/A	1	N/A	1	N/A	1	N/A	1	N/A	2	N/A	1	N/A	1	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
ανάμεικτος -η -ο	NOUN	ADJ	ADJ	ADJ	SUBJ+	OBJ	SUBJ-	SUBJ-	BOTH	N/A	BOTH	BOTH	1	N/A	2	1	3	N/A	3	1	3	N/A	1	1	3	N/A	3	1	3	N/A	2	1	3	N/A	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
άναμμα	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ-	SUBJ-	OBJ	NEG	BOTH	NEG	N/A	4	5	3	N/A	2	1	2	N/A	2	5	2	N/A	1	5	1	N/A	1	1	1	N/A	3	1	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αναπηδώ	VERB	VERB	VERB	VERB	SUBJ+	SUBJ-	SUBJ-	OBJ	NEG	BOTH	NEG	N/A	4	1	4	N/A	1	1	2	N/A	4	5	4	N/A	1	5	1	N/A	1	1	2	N/A	5	5	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αναπλάθω	VERB	VERB	VERB	VERB	SUBJ-	OBJ	SUBJ-	OBJ	POS	N/A	POS	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	4	N/A	3	N/A	1	N/A	1	N/A	2	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
ανάπλαση	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ-	OBJ	POS	N/A	POS	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	4	N/A	3	N/A	1	N/A	1	N/A	2	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αναπτερώνω	VERB	VERB	VERB	VERB	SUBJ-	SUBJ+	SUBJ+	SUBJ+	POS	POS	POS	POS	1	1	1	1	1	1	1	1	1	1	1	1	4	5	4	5	1	1	1	2	2	1	3	1	N/A	N/A	N/A	N/A	N/A	intensifier only for happy feelings	N/A	N/A	
αναριγώ	VERB	VERB	VERB	VERB	SUBJ-	SUBJ-	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	2	5	2	1	2	1	3	1	4	5	4	4	1	1	1	1	1	5	1	3	2	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αναρριπίζω	VERB	VERB	VERB	VERB	SUBJ-	SUBJ+	SUBJ-	SUBJ-	POS	BOTH	POS	POS	1	5	1	1	1	5	1	1	1	5	1	1	3	5	3	4	1	5	1	1	3	1	2	1	N/A	N/A	N/A	N/A	N/A	intensifier	N/A	N/A	
ανασκιρτώ	VERB	VERB	VERB	VERB	SUBJ-	SUBJ+	SUBJ-	SUBJ+	NEG	BOTH	NEG	POS	2	1	4	1	1	1	2	1	4	5	5	1	4	5	1	5	1	5	3	1	4	1	4	4	N/A	N/A	N/A	N/A	N/A	accompanies sentiment	N/A	N/A	
ανάστατος -η -ο	ADJ	ADJ	ADJ	ADJ	SUBJ-	SUBJ-	SUBJ-	SUBJ+	NEG	BOTH	NEG	NEG	4	4	4	3	1	1	2	2	4	1	4	4	1	4	1	1	3	4	3	2	4	4	3	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αναστατώνω	VERB	VERB	VERB	VERB	SUBJ-	SUBJ-	SUBJ-	SUBJ+	NEG	BOTH	NEG	NEG	4	4	4	3	1	1	2	2	4	1	4	4	1	4	1	1	3	4	3	2	4	4	4	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
αναστάτωση	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ-	SUBJ+	NEG	BOTH	NEG	NEG	4	4	4	3	1	1	2	2	4	1	4	4	1	4	1	1	3	4	3	2	4	4	4	4	N/A	N/A	N/A	αναστατωμένος	N/A	N/A	N/A	N/A	
αναστεναγμός	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ-	SUBJ+	NEG	BOTH	NEG	BOTH	2	1	2	1	1	1	1	1	1	1	3	2	1	4	1	2	5	4	5	4	3	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
ανασφάλεια	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ-	SUBJ+	NEG	NEG	NEG	NEG	1	1	2	2	1	1	1	1	5	2	4	5	1	1	1	1	3	1	3	3	2	1	2	1	N/A	N/A	N/A	ανασφαλής	N/A	exact sentiment: insecurity	N/A	N/A	
ανατριχιάζω	VERB	VERB	VERB	VERB	SUBJ-	SUBJ+	SUBJ-	SUBJ+	NEG	NEG	NEG	BOTH	2	1	2	2	5	4	2	3	4	4	5	2	1	1	1	3	1	1	4	3	3	1	4	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
ανατριχίλα	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ-	SUBJ+	NEG	NEG	NEG	BOTH	2	1	2	2	5	3	2	3	4	3	5	2	1	1	1	3	1	1	4	3	3	1	4	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
άναυδος -η -ο	ADJ	ADJ	ADJ	ADJ	SUBJ-	SUBJ+	SUBJ-	SUBJ+	BOTH	BOTH	NEG	BOTH	1	3	2	2	2	2	2	3	4	4	4	3	1	1	1	3	2	1	3	3	5	5	5	5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
ανδραγάθημα	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ+	SUBJ+	POS	N/A	POS	POS	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	4	N/A	4	4	1	N/A	1	1	4	N/A	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
ανδρείκελο	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ-	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	2	2	2	3	4	2	4	4	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
ανειλικρινής -ής -ές	ADJ	ADJ	ADJ	ADJ	SUBJ-	OBJ	SUBJ-	SUBJ+	NEG	N/A	NEG	NEG	2	N/A	2	3	2	N/A	2	3	1	N/A	1	1	1	N/A	1	1	1	N/A	1	2	1	N/A	1	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
ανεκδήλωτος -η -ο	ADJ	ADJ	ADJ	ADJ	SUBJ-	OBJ	SUBJ-	OBJ	BOTH	N/A	NEG	N/A	1	N/A	2	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
ανεκδιήγητος	ADJ	ADJ	ADJ	ADJ	SUBJ-	SUBJ+	SUBJ-	SUBJ+	NEG	NEG	NEG	NEG	3	2	3	4	3	2	3	5	1	1	1	1	3	1	1	1	2	1	2	3	2	1	1	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
ανεκδοτολογία	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ-	OBJ	NEG	NEG	NEG	N/A	2	1	3	N/A	3	2	2	N/A	1	1	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	1	N/A	N/A	N/A	N/A	N/A	N/A	Mainly disapproval	N/A	N/A	
ανέκφραστος -η -ο	ADJ	ADJ	ADJ	ADJ	SUBJ-	OBJ	SUBJ-	SUBJ+	NEG	N/A	NEG	BOTH	1	N/A	2	1	1	N/A	2	1	1	N/A	1	3	3	N/A	1	1	3	N/A	1	2	3	N/A	1	4	N/A	N/A	N/A	N/A	N/A	either intensifier, or denoting lack of sentiments (expressed)	N/A	N/A	
ανελεήμονας	ADJ	ADJ	ADJ	ADJ	SUBJ-	SUBJ-	SUBJ-	SUBJ+	NEG	NEG	NEG	NEG	2	3	2	3	2	3	2	3	1	1	2	3	1	1	1	1	4	1	3	2	1	1	2	1	N/A	N/A	N/A	N/A	N/A	negative when characterizing someone	N/A	N/A	
ανελέητος -η -ο	ADJ	ADJ	ADJ	ADJ	SUBJ-	SUBJ+	SUBJ-	SUBJ+	NEG	NEG	NEG	NEG	2	4	3	3	2	4	2	3	1	1	2	3	1	1	1	1	4	1	3	2	1	1	2	1	N/A	N/A	N/A	N/A	N/A	meaning lack of pitiness	N/A	N/A	
ανεμίζω	VERB	VERB	VERB	VERB	OBJ	OBJ	OBJ	OBJ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
ανεντρόπιαστος -η -ο	ADJ	ADJ	ADJ	ADJ	SUBJ-	SUBJ-	SUBJ-	SUBJ+	NEG	NEG	NEG	NEG	4	2	3	2	4	2	2	3	1	1	1	1	1	1	1	1	2	1	2	3	3	1	1	2	N/A	N/A	N/A	N/A	N/A	negative when characterizing someone	N/A	N/A	
άνεση	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ-	SUBJ-	BOTH	N/A	POS	POS	1	N/A	1	1	2	N/A	1	1	1	N/A	1	1	4	N/A	3	3	1	N/A	1	1	3	N/A	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
ανευθυνολογώ	VERB	VERB	VERB	VERB	SUBJ-	SUBJ+	SUBJ-	SUBJ+	NEG	NEG	NEG	NEG	3	2	2	3	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	N/A	N/A	N/A	N/A	N/A	attributes a negative characteristic to someone	N/A	N/A	
ανεύθυνος -η -ο	ADJ	ADJ	ADJ	ADJ	SUBJ-	SUBJ+	SUBJ-	SUBJ+	NEG	NEG	NEG	NEG	3	2	2	3	3	2	3	3	1	1	1	2	1	1	1	1	3	1	2	3	1	1	1	1	N/A	N/A	N/A	N/A	N/A	attributes a negative characteristic to someone	N/A	N/A	
ανθρωπάκι	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ+	SUBJ+	NEG	BOTH	NEG	NEG	3	2	4	3	4	2	3	4	1	1	1	1	1	3	1	1	3	1	2	1	1	1	1	1	N/A	N/A	N/A	N/A	N/A	"what sentiment when we ""like"" someone???"	N/A	N/A	
ανθρωπάκος	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ+	SUBJ+	NEG	BOTH	NEG	NEG	3	2	4	3	4	2	3	4	1	1	1	1	1	3	1	1	3	1	2	1	1	1	1	1	N/A	N/A	N/A	N/A	N/A	"what sentiment when we ""like"" someone???"	N/A	N/A	
ανθρωπιά	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ-	SUBJ-	POS	POS	POS	POS	1	1	1	1	1	1	1	1	1	1	1	1	4	2	4	3	1	1	1	1	2	1	3	1	N/A	N/A	N/A	N/A	N/A	exact sentiment: kindness/goodness	N/A	N/A	
ανθρώπινος -η -ο	ADJ	ADJ	ADJ	ADJ	SUBJ-	SUBJ-	SUBJ-	OBJ	POS	POS	POS	N/A	1	1	1	N/A	1	1	1	N/A	1	1	1	N/A	4	2	4	N/A	1	1	1	N/A	3	1	3	N/A	N/A	N/A	N/A	N/A	N/A	used to characterize positively someone	N/A	N/A	
άνθρωπος	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ-	OBJ	POS	N/A	POS	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	4	N/A	3	N/A	1	N/A	1	N/A	4	N/A	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
ανθρωποφοβία	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ-	SUBJ+	NEG	NEG	NEG	NEG	1	1	2	1	3	1	2	2	5	4	3	5	1	1	1	1	2	1	2	1	2	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
ανία	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ-	SUBJ-	NEG	NEG	NEG	NEG	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	4	1	1	1	1	N/A	N/A	N/A	N/A	N/A	exact sentiment: bore	N/A	N/A	
ανικανοποίητος -η -ο	ADJ	ADJ	ADJ	ADJ	SUBJ-	OBJ	SUBJ-	SUBJ-	NEG	N/A	NEG	BOTH	2	N/A	2	1	2	N/A	1	1	1	N/A	1	1	1	N/A	1	2	3	N/A	1	3	1	N/A	1	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
